away_line,away_line_num,away_line_odds,away_money_line_num,away_money_line_odds,away_score,away_team,date,home_line,home_line_num,home_line_odds,home_money_line_num,home_money_line_odds,home_score,home_team,id,over_num,over_odds,over_under,under_num,under_odds
+15.5,373,1.75,,,92,奧蘭多魔術,20150111,-15.5,918,1.75,,,103,波特蘭拓荒者,463,280,1.75,194.5,406,1.75
+6.5,321,1.75,64,2.85,103,波士頓塞爾提克,20150110,-6.5,631,1.75,286,1.25,107,印第安那溜馬,444,173,1.75,196.5,236,1.75
-3.5,1072,1.75,423,1.45,106,亞特蘭大老鷹,20150110,+3.5,640,1.75,177,2.15,103,底特律活塞,445,530,1.75,206.5,168,1.75
+10.5,565,1.75,,,90,費城76人,20150110,-10.5,535,1.75,,,88,布魯克林籃網,446,177,1.75,190.5,404,1.75
+1.5,553,1.75,237,1.8,95,曼斐斯灰熊,20150110,-1.5,516,1.75,200,1.7,106,紐奧良鵜鶘,447,149,1.75,197.5,345,1.75
+11.5,755,1.75,,,94,猶他爵士,20150110,-11.5,527,1.75,,,99,奧克拉荷馬雷霆,448,256,1.75,197.5,403,1.75
+1.5,752,1.65,306,1.8,86,芝加哥公牛,20150110,-1.5,575,1.85,226,1.7,102,華盛頓巫師,449,280,1.75,195.5,293,1.75
+4.5,724,1.75,97,2.45,95,鳳凰城太陽,20150110,-4.5,684,1.75,360,1.35,100,聖安東尼奧馬刺,450,477,1.75,212.5,178,1.75
+9.5,418,1.75,39,3.75,84,明尼蘇達灰狼,20150110,-9.5,809,1.75,460,1.12,98,密爾瓦基公鹿,451,227,1.75,202.5,350,1.75
+5.5,535,1.75,131,2.15,118,丹佛金塊,20150110,-5.5,698,1.75,309,1.45,108,沙加緬度國王,452,281,1.75,212.5,282,1.75
+13.5,479,1.75,,,94,克里夫蘭騎士,20150110,-13.5,1041,1.75,,,112,金州勇士,453,436,1.75,211.5,231,1.75
+2.5,559,1.75,143,1.9,84,奧蘭多魔術,20150110,-2.5,901,1.75,379,1.6,101,洛杉磯湖人,454,335,1.75,199.5,267,1.75
+12.5,990,1.75,,,103,夏洛特黃蜂,20150109,-12.5,798,1.75,,,95,多倫多暴龍,441,475,1.75,198.5,596,1.75
-12.5,1059,1.75,,,120,休士頓火箭,20150109,+12.5,650,1.75,,,96,紐約尼克,442,586,1.75,195.5,380,1.75
+8.5,702,1.75,70,3.5,83,邁阿密熱火,20150109,-8.5,1211,1.75,583,1.15,99,波特蘭拓荒者,443,555,1.75,196.5,545,1.75
-7.5,1203,1.75,587,1.2,97,密爾瓦基公鹿,20150108,+7.5,350,1.75,41,3.1,77,費城76人,428,255,1.75,194.5,296,1.75
-5.5,1286,1.75,545,1.3,94,紐奧良鵜鶘,20150108,+5.5,364,1.75,54,2.6,98,夏洛特黃蜂,429,247,1.75,191.5,243,1.75
+15.5,491,1.75,,,91,紐約尼克,20150108,-15.5,557,1.75,,,101,華盛頓巫師,430,357,1.75,188.5,190,1.75
-7.5,949,1.75,444,1.2,105,休士頓火箭,20150108,+7.5,295,1.75,42,3.1,93,克里夫蘭騎士,431,197,1.75,197.5,188,1.75
+5.5,319,1.75,48,2.6,89,波士頓塞爾提克,20150108,-5.5,517,1.75,282,1.3,81,布魯克林籃網,432,169,1.75,198.5,205,1.75
+4.5,590,1.75,136,2.45,86,曼斐斯灰熊,20150108,-4.5,661,1.75,264,1.35,96,亞特蘭大老鷹,433,202,1.75,197.5,214,1.75
+11.5,445,1.75,,,97,猶他爵士,20150108,-11.5,720,1.75,,,77,芝加哥公牛,434,254,1.75,193.5,261,1.75
+9.5,902,1.75,55,3.75,108,底特律活塞,20150108,-9.5,605,1.75,493,1.12,95,達拉斯小牛,435,315,1.75,212.5,214,1.75
+7.5,335,1.75,25,3.1,90,奧蘭多魔術,20150108,-7.5,543,1.75,351,1.2,93,丹佛金塊,436,220,1.75,201.5,125,1.75
-9.5,910,1.75,513,1.12,113,鳳凰城太陽,20150108,+9.5,343,1.75,28,3.75,111,明尼蘇達灰狼,437,238,1.75,215.5,269,1.75
-8.5,1063,1.75,556,1.15,83,奧克拉荷馬雷霆,20150108,+8.5,384,1.75,32,3.5,104,沙加緬度國王,438,389,1.75,212.5,201,1.75
+9.5,1088,1.75,10,4.75,89,洛杉磯湖人,20150108,-9.5,555,1.75,71,1.05,114,洛杉磯快艇,439,353,1.75,214.5,336,1.75
+12.5,786,1.75,,,102,印第安那溜馬,20150108,-12.5,760,1.75,,,117,金州勇士,440,359,1.75,203.5,217,1.75
-4.5,1250,1.75,559,1.35,102,鳳凰城太陽,20150107,+4.5,762,1.75,187,2.45,96,密爾瓦基公鹿,426,609,1.75,209.5,541,1.75
+7.5,1081,1.75,94,3.1,105,底特律活塞,20150107,-7.5,906,1.75,586,1.2,104,聖安東尼奧馬刺,427,694,1.75,200.5,440,1.75
-5.5,761,1.75,379,1.3,92,克里夫蘭騎士,20150106,+5.5,381,1.75,67,2.6,95,費城76人,415,243,1.75,193.5,197,1.75
-7.5,1228,1.75,590,1.2,96,達拉斯小牛,20150106,+7.5,386,1.75,26,3.1,88,布魯克林籃網,416,291,1.75,205.5,235,1.75
+5.5,731,1.75,120,2.6,104,夏洛特黃蜂,20150106,-5.5,536,1.75,274,1.3,95,波士頓塞爾提克,417,207,1.75,198.5,334,1.75
+3.5,464,1.75,146,2.05,105,休士頓火箭,20150106,-3.5,701,1.75,301,1.5,114,芝加哥公牛,418,356,1.75,200.5,160,1.75
-5.5,1218,1.75,502,1.35,110,丹佛金塊,20150106,+5.5,334,1.75,61,2.45,101,明尼蘇達灰狼,419,322,1.75,210.5,200,1.75
+14.5,408,1.75,,,83,紐約尼克,20150106,-14.5,428,1.75,,,105,曼斐斯灰熊,420,168,1.75,189.5,291,1.75
+3.5,691,1.75,192,2.05,92,華盛頓巫師,20150106,-3.5,812,1.75,320,1.5,85,紐奧良鵜鶘,421,386,1.75,200.5,217,1.75
+1.5,607,1.75,224,1.8,105,印第安那溜馬,20150106,-1.5,458,1.75,187,1.7,101,猶他爵士,422,183,1.75,185.5,267,1.75
+12.5,748,1.75,,,94,洛杉磯湖人,20150106,-12.5,621,1.75,,,98,波特蘭拓荒者,423,356,1.75,209.5,304,1.75
+4.5,816,1.75,155,2.45,107,亞特蘭大老鷹,20150106,-4.5,790,1.75,354,1.35,98,洛杉磯快艇,424,451,1.75,210.5,174,1.75
+3.5,660,1.75,194,2.05,91,奧克拉荷馬雷霆,20150106,-3.5,1071,1.75,420,1.5,117,金州勇士,425,475,1.75,217.5,264,1.75
-8.5,787,1.75,454,1.15,109,達拉斯小牛,20150105,+8.5,514,1.75,59,3.5,90,克里夫蘭騎士,409,364,1.75,208.5,335,1.75
+4.5,619,1.75,175,2.45,95,沙加緬度國王,20150105,-4.5,982,1.75,390,1.35,114,底特律活塞,410,246,1.75,208.5,331,1.75
-3.5,760,1.75,289,1.55,84,布魯克林籃網,20150105,+3.5,724,1.75,234,1.95,88,邁阿密熱火,411,358,1.75,194.5,243,1.75
-8.5,1024,1.75,507,1.15,95,密爾瓦基公鹿,20150105,+8.5,424,1.75,79,3.5,82,紐約尼克,412,242,1.75,191.5,315,1.75
+1.5,896,1.75,375,1.8,109,多倫多暴龍,20150105,-1.5,672,1.75,275,1.7,125,鳳凰城太陽,413,494,1.75,217.5,234,1.75
+1.5,547,1.75,227,1.9,87,印第安那溜馬,20150105,-1.5,995,1.75,433,1.6,88,洛杉磯湖人,414,486,1.75,203.5,235,1.75
+5.5,673,1.75,127,2.45,98,夏洛特黃蜂,20150104,-5.5,643,1.75,336,1.35,90,奧蘭多魔術,401,382,1.75,188.5,258,1.75
+6.5,792,1.75,65,2.85,79,邁阿密熱火,20150104,-6.5,538,1.75,391,1.25,115,休士頓火箭,402,523,1.75,198.5,259,1.75
+1.5,632,1.65,277,1.8,101,猶他爵士,20150104,-1.5,705,1.85,261,1.7,89,明尼蘇達灰狼,403,226,1.75,199.5,241,1.75
+9.5,714,1.75,8,4.5,104,波士頓塞爾提克,20150104,-9.5,577,1.75,44,1.05,109,芝加哥公牛,404,265,1.75,201.5,540,1.75
+6.5,359,1.75,58,2.85,92,華盛頓巫師,20150104,-6.5,749,1.75,380,1.25,101,聖安東尼奧馬刺,405,290,1.75,196.5,171,1.75
+1.5,693,1.65,314,1.8,85,曼斐斯灰熊,20150104,-1.5,527,1.85,186,1.7,114,丹佛金塊,406,249,1.75,203.5,188,1.75
+6.5,588,1.75,82,2.85,115,亞特蘭大老鷹,20150104,-6.5,778,1.75,403,1.25,107,波特蘭拓荒者,407,437,1.75,204.5,269,1.75
+17.5,714,1.75,,,91,費城76人,20150104,-17.5,501,1.75,,,127,洛杉磯快艇,408,276,1.75,204.5,524,1.75
-1.5,603,1.75,289,1.6,91,克里夫蘭騎士,20150103,+1.5,301,1.75,113,1.9,87,夏洛特黃蜂,485,210,1.75,193.5,187,1.75
-3.5,933,1.75,376,1.6,100,布魯克林籃網,20150103,+3.5,370,1.75,137,1.9,98,奧蘭多魔術,486,262,1.75,193.5,257,1.75
-4.5,912,1.75,362,1.35,97,底特律活塞,20150103,+4.5,488,1.75,170,2.45,81,紐約尼克,487,193,1.75,195.5,422,1.75
-5.5,1032,1.75,524,1.3,119,達拉斯小牛,20150103,+5.5,334,1.75,33,2.6,101,波士頓塞爾提克,488,251,1.75,214.5,262,1.75
+7.5,378,1.75,39,3.1,102,華盛頓巫師,20150103,-7.5,465,1.75,309,1.2,109,奧克拉荷馬雷霆,489,214,1.75,205.5,153,1.75
-2.5,934,1.75,384,1.5,83,休士頓火箭,20150103,+2.5,409,1.75,144,2.05,111,紐奧良鵜鶘,490,437,1.75,203.5,141,1.75
+2.5,529,1.75,206,2.05,94,印第安那溜馬,20150103,-2.5,823,1.75,337,1.5,91,密爾瓦基公鹿,491,278,1.75,194.5,196,1.75
-5.5,1085,1.75,479,1.35,98,亞特蘭大老鷹,20150103,+5.5,424,1.75,78,2.45,92,猶他爵士,492,255,1.75,194.5,189,1.75
+14.5,446,1.75,,,96,費城76人,20150103,-14.5,512,1.75,,,112,鳳凰城太陽,493,209,1.75,209.5,348,1.75
-4.5,789,1.75,400,1.4,109,曼斐斯灰熊,20150103,+4.5,610,1.75,119,2.3,106,洛杉磯湖人,494,446,1.75,204.5,194,1.75
+4.5,489,1.75,84,2.45,105,多倫多暴龍,20150103,-4.5,724,1.75,378,1.35,126,金州勇士,495,481,1.75,216.5,208,1.75
+9.5,795,1.75,,,101,丹佛金塊,20150102,-9.5,803,1.75,,,106,芝加哥公牛,483,564,1.75,204.5,564,1.75
-5.5,918,1.75,399,1.4,110,沙加緬度國王,20150102,+5.5,704,1.75,192,2.3,107,明尼蘇達灰狼,484,426,1.75,210.5,506,1.75
-2.5,660,1.75,272,1.5,84,沙加緬度國王,20150101,+2.5,327,1.75,134,2.05,106,波士頓塞爾提克,476,185,1.75,211.5,217,1.75
+3.5,642,1.75,152,2.15,95,邁阿密熱火,20150101,-3.5,530,1.75,232,1.45,106,印第安那溜馬,477,390,1.75,188.5,209,1.75
+13.5,595,1.75,,,78,紐約尼克,20150101,-13.5,481,1.75,,,99,洛杉磯快艇,478,278,1.75,205.5,240,1.75
+4.5,452,1.75,56,2.45,93,紐奧良鵜鶘,20150101,-4.5,650,1.75,316,1.35,95,聖安東尼奧馬刺,479,246,1.75,200.5,158,1.75
+12.5,358,1.75,,,83,夏洛特黃蜂,20150101,-12.5,605,1.75,,,102,休士頓火箭,480,214,1.75,198.5,204,1.75
+1.5,672,1.65,91,1.75,96,密爾瓦基公鹿,20150101,-1.5,530,1.85,270,1.75,80,克里夫蘭騎士,481,225,1.75,201.5,218,1.75
+7.5,606,1.75,56,3.1,134,鳳凰城太陽,20150101,-7.5,664,1.75,390,1.2,137,奧克拉荷馬雷霆,482,372,1.75,214.5,242,1.75
-1.5,862,1.85,364,1.7,109,底特律活塞,20141231,+1.5,617,1.65,244,1.8,86,奧蘭多魔術,466,319,1.75,196.5,236,1.75
+7.5,583,1.75,198,3.1,101,克里夫蘭騎士,20141231,-7.5,737,1.75,368,1.2,109,亞特蘭大老鷹,467,404,1.75,202.5,204,1.75
+1.5,623,1.75,265,1.85,106,鳳凰城太陽,20141231,-1.5,801,1.75,317,1.65,110,紐奧良鵜鶘,468,382,1.75,213.5,239,1.75
-1.5,746,1.85,265,1.7,87,聖安東尼奧馬刺,20141231,+1.5,649,1.65,273,1.8,95,曼斐斯灰熊,469,514,1.75,195.5,241,1.75
+10.5,783,1.75,,,96,布魯克林籃網,20141231,-10.5,470,1.75,,,82,芝加哥公牛,470,326,1.75,196.5,316,1.75
+5.5,437,1.75,62,2.6,87,華盛頓巫師,20141231,-5.5,626,1.75,321,1.3,114,達拉斯小牛,471,288,1.75,210.5,183,1.75
+6.5,634,1.75,78,2.85,94,明尼蘇達灰狼,20141231,-6.5,417,1.75,330,1.25,100,猶他爵士,472,244,1.75,203.5,241,1.75
+5.5,958,1.75,143,2.6,111,洛杉磯湖人,20141231,-5.5,489,1.75,320,1.3,103,丹佛金塊,473,343,1.75,214.5,344,1.75
+2.5,503,1.75,132,2.05,97,多倫多暴龍,20141231,-2.5,532,1.75,259,1.5,102,波特蘭拓荒者,474,349,1.75,209.5,148,1.75
+17.5,739,1.75,,,86,費城76人,20141231,-17.5,458,1.75,,,126,金州勇士,475,286,1.75,208.5,444,1.75
-5.5,1080,1.75,550,1.3,92,芝加哥公牛,20141230,+5.5,629,1.75,67,2.6,90,印第安那溜馬,460,490,1.75,195.5,367,1.75
+2.5,859,1.75,280,2.05,104,密爾瓦基公鹿,20141230,-2.5,728,1.75,314,1.5,94,夏洛特黃蜂,461,444,1.75,199.5,316,1.75
+1.5,973,1.65,400,1.75,99,沙加緬度國王,20141230,-1.5,571,1.85,258,1.75,107,布魯克林籃網,462,310,1.75,203.5,452,1.75
+5.5,497,1.75,83,2.6,102,奧蘭多魔術,20141230,-5.5,543,1.75,293,1.3,101,邁阿密熱火,463,215,1.75,189.5,334,1.75
+4.5,649,1.75,138,2.3,104,華盛頓巫師,20141230,-4.5,958,1.75,458,1.4,103,休士頓火箭,464,563,1.75,200.5,333,1.75
+11.5,716,1.75,,,97,猶他爵士,20141230,-11.5,793,1.75,,,101,洛杉磯快艇,465,549,1.75,202.5,392,1.75
+7.5,665,1.75,10,3.1,103,底特律活塞,20141229,-7.5,579,1.75,217,1.2,80,克里夫蘭騎士,454,355,1.75,206.5,288,1.75
+1.5,662,1.65,314,1.75,106,休士頓火箭,20141229,-1.5,826,1.85,352,1.75,110,聖安東尼奧馬刺,455,602,1.75,199.5,238,1.75
+3.5,787,1.75,225,2.05,107,奧克拉荷馬雷霆,20141229,-3.5,714,1.75,332,1.5,112,達拉斯小牛,456,464,1.75,211.5,320,1.75
-3.5,1052,1.75,443,1.5,116,多倫多暴龍,20141229,+3.5,703,1.75,192,2.05,102,丹佛金塊,457,335,1.75,213.5,356,1.75
+12.5,576,1.75,,,79,紐約尼克,20141229,-12.5,776,1.75,,,101,波特蘭拓荒者,458,494,1.75,203.5,226,1.75
-4.5,712,1.75,356,1.35,116,鳳凰城太陽,20141229,+4.5,823,1.75,165,2.45,107,洛杉磯湖人,459,420,1.75,216.5,321,1.75
+5.5,742,1.75,120,2.45,110,多倫多暴龍,20141228,-5.5,608,1.75,345,1.35,98,洛杉磯快艇,444,383,1.75,212.5,256,1.75
+6.5,551,1.75,63,2.85,102,奧蘭多魔術,20141228,-6.5,571,1.75,323,1.25,94,夏洛特黃蜂,445,391,1.75,190.5,210,1.75
+10.5,558,1.75,,,88,波士頓塞爾提克,20141228,-10.5,594,1.75,,,101,華盛頓巫師,446,307,1.75,205.5,237,1.75
-3.5,584,1.75,267,1.5,103,曼斐斯灰熊,20141228,+3.5,256,1.75,76,2.05,95,邁阿密熱火,447,192,1.75,191.5,157,1.75
+9.5,716,1.75,57,3.75,100,紐奧良鵜鶘,20141228,-9.5,692,1.75,484,1.12,107,芝加哥公牛,448,338,1.75,201.5,347,1.75
+3.5,541,1.75,187,2.05,110,印第安那溜馬,20141228,-3.5,727,1.75,286,1.5,85,布魯克林籃網,449,246,1.75,191.5,272,1.75
-4.5,870,1.75,390,1.4,90,亞特蘭大老鷹,20141228,+4.5,481,1.75,114,2.3,85,密爾瓦基公鹿,450,464,1.75,204.5,189,1.75
+9.5,674,1.75,23,3.75,71,費城76人,20141228,-9.5,375,1.75,175,1.12,88,猶他爵士,451,193,1.75,196.5,407,1.75
+5.5,534,1.75,94,2.6,129,紐約尼克,20141228,-5.5,502,1.75,304,1.3,135,沙加緬度國王,452,331,1.75,202.5,213,1.75
+17.5,568,1.75,,,97,明尼蘇達灰狼,20141228,-17.5,592,1.75,,,110,金州勇士,453,279,1.75,215.5,441,1.75
+1.5,503,1.75,206,1.9,109,布魯克林籃網,20141227,-1.5,372,1.75,161,1.6,107,波士頓塞爾提克,433,158,1.75,202.5,260,1.75
-5.5,805,1.75,414,1.3,98,克里夫蘭騎士,20141227,+5.5,457,1.75,47,2.6,89,奧蘭多魔術,434,248,1.75,196.5,233,1.75
+9.5,734,1.75,35,3.75,107,密爾瓦基公鹿,20141227,-9.5,565,1.75,453,1.12,77,亞特蘭大老鷹,435,369,1.75,205.5,242,1.75
-3.5,1029,1.75,386,1.45,109,印第安那溜馬,20141227,+3.5,379,1.75,88,2.15,119,底特律活塞,436,285,1.75,194.5,264,1.75
+7.5,461,1.75,28,3.1,75,夏洛特黃蜂,20141227,-7.5,512,1.75,354,1.2,98,奧克拉荷馬雷霆,437,292,1.75,197.5,117,1.75
+1.5,616,1.75,217,1.8,117,休士頓火箭,20141227,-1.5,679,1.75,296,1.7,111,曼斐斯灰熊,438,405,1.75,194.5,213,1.75
+2.5,783,1.75,290,2.15,90,聖安東尼奧馬刺,20141227,-2.5,455,1.75,157,1.45,97,紐奧良鵜鶘,439,340,1.75,202.5,155,1.75
+12.5,548,1.75,,,98,洛杉磯湖人,20141227,-12.5,569,1.75,,,102,達拉斯小牛,440,351,1.75,213.5,240,1.75
+10.5,473,1.75,,,102,明尼蘇達灰狼,20141227,-10.5,516,1.75,,,106,丹佛金塊,441,376,1.75,212.5,222,1.75
+13.5,627,1.75,,,93,費城76人,20141227,-13.5,513,1.75,,,114,波特蘭拓荒者,442,242,1.75,198.5,353,1.75
-4.5,964,1.75,373,1.35,115,鳳凰城太陽,20141227,+4.5,459,1.75,152,2.45,106,沙加緬度國王,443,266,1.75,212.5,268,1.75
-6.5,813,1.75,453,1.3,102,華盛頓巫師,20141226,+6.5,697,1.75,119,2.6,91,紐約尼克,428,463,1.75,192.5,399,1.75
+6.5,543,1.75,79,2.6,114,奧克拉荷馬雷霆,20141226,-6.5,964,1.75,500,1.3,106,聖安東尼奧馬刺,429,557,1.75,197.5,213,1.75
-7.5,962,1.75,483,1.2,91,克里夫蘭騎士,20141226,+7.5,593,1.75,77,3.1,101,邁阿密熱火,430,442,1.75,196.5,250,1.75
+10.5,825,1.75,,,93,洛杉磯湖人,20141226,-10.5,902,1.75,,,113,芝加哥公牛,431,577,1.75,207.5,388,1.75
+2.5,933,1.75,418,1.8,86,金州勇士,20141226,-2.5,923,1.75,389,1.7,100,洛杉磯快艇,432,470,1.75,218.5,605,1.75
-3.5,1007,1.75,399,1.55,84,紐奧良鵜鶘,20141224,+3.5,546,1.75,175,1.95,96,印第安那溜馬,417,307,1.75,193.5,246,1.75
+2.5,686,1.75,217,2.05,99,芝加哥公牛,20141224,-2.5,845,1.75,359,1.5,91,華盛頓巫師,418,368,1.75,198.5,285,1.75
+14.5,660,1.75,,,104,明尼蘇達灰狼,20141224,-14.5,571,1.75,,,125,克里夫蘭騎士,419,286,1.75,209.5,311,1.75
+1.5,554,1.75,191,1.9,95,波士頓塞爾提克,20141224,-1.5,782,1.75,331,1.6,100,奧蘭多魔術,420,197,1.75,197.5,465,1.75
+1.5,719,1.75,285,1.9,104,洛杉磯快艇,20141224,-1.5,790,1.75,293,1.6,107,亞特蘭大老鷹,421,549,1.75,209.5,152,1.75
+4.5,359,1.75,128,2.45,96,丹佛金塊,20141224,-4.5,631,1.75,251,1.35,102,布魯克林籃網,422,159,1.75,199.5,305,1.75
+8.5,455,1.75,40,3.5,91,費城76人,20141224,-8.5,624,1.75,454,1.15,87,邁阿密熱火,423,217,1.75,191.5,292,1.75
+5.5,672,1.75,108,2.6,108,夏洛特黃蜂,20141224,-5.5,712,1.75,372,1.3,101,密爾瓦基公鹿,424,280,1.75,197.5,237,1.75
+4.5,522,1.75,97,2.45,115,波特蘭拓荒者,20141224,-4.5,579,1.75,295,1.35,111,奧克拉荷馬雷霆,425,311,1.75,199.5,203,1.75
+1.5,924,1.75,368,1.85,115,達拉斯小牛,20141224,-1.5,408,1.75,171,1.65,124,鳳凰城太陽,426,369,1.75,216.5,196,1.75
-9.5,833,1.75,127,1.12,105,金州勇士,20141224,+9.5,509,1.75,11,3.75,115,洛杉磯湖人,427,405,1.75,216.5,254,1.75
+2.5,794,1.75,279,1.9,82,丹佛金塊,20141223,-2.5,737,1.75,324,1.6,110,夏洛特黃蜂,410,323,1.75,199.5,319,1.75
+3.5,1046,1.75,331,2.05,95,波特蘭拓荒者,20141223,-3.5,753,1.75,330,1.5,110,休士頓火箭,411,416,1.75,199.5,318,1.75
+4.5,789,1.75,196,2.3,120,多倫多暴龍,20141223,-4.5,623,1.75,292,1.4,129,芝加哥公牛,412,394,1.75,201.5,186,1.75
+8.5,754,1.75,20,3.5,97,猶他爵士,20141223,-8.5,591,1.75,257,1.15,91,曼斐斯灰熊,413,279,1.75,192.5,372,1.75
+1.5,524,1.75,193,1.85,118,洛杉磯快艇,20141223,-1.5,879,1.75,380,1.65,125,聖安東尼奧馬刺,414,412,1.75,204.5,221,1.75
+3.5,840,1.75,107,2.15,105,亞特蘭大老鷹,20141223,-3.5,816,1.75,474,1.45,102,達拉斯小牛,415,534,1.75,208.5,232,1.75
+12.5,766,1.75,,,108,沙加緬度國王,20141223,-12.5,760,1.75,,,128,金州勇士,416,376,1.75,211.5,464,1.75
+12.5,687,1.75,,,108,紐約尼克,20141222,-12.5,585,1.75,,,118,多倫多暴龍,401,243,1.75,196.5,289,1.75
+2.5,764,1.75,235,2.05,91,曼斐斯灰熊,20141222,-2.5,646,1.75,294,1.5,105,克里夫蘭騎士,402,277,1.75,198.5,261,1.75
+6.5,1003,1.75,136,3.1,101,洛杉磯湖人,20141222,-6.5,513,1.75,318,1.2,108,沙加緬度國王,403,280,1.75,207.5,319,1.75
+6.5,711,1.75,59,2.85,104,鳳凰城太陽,20141222,-6.5,613,1.75,401,1.25,92,華盛頓巫師,404,455,1.75,206.5,172,1.75
+3.5,349,1.75,85,2.05,105,底特律活塞,20141222,-3.5,592,1.75,267,1.5,110,布魯克林籃網,405,141,1.75,189.5,200,1.75
-2.5,529,1.75,179,1.5,84,波士頓塞爾提克,20141222,+2.5,831,1.75,346,2.05,100,邁阿密熱火,406,228,1.75,199.5,306,1.75
+9.5,565,1.75,49,3.75,96,費城76人,20141222,-9.5,584,1.75,413,1.12,88,奧蘭多魔術,407,276,1.75,193.5,280,1.75
-4.5,904,1.75,388,1.45,100,印第安那溜馬,20141222,+4.5,372,1.75,80,2.15,96,明尼蘇達灰狼,408,227,1.75,195.5,278,1.75
+8.5,456,1.75,37,3.25,101,紐奧良鵜鶘,20141222,-8.5,619,1.75,369,1.19,99,奧克拉荷馬雷霆,409,298,1.75,202.5,244,1.75
-6.5,544,1.75,329,1.25,99,鳳凰城太陽,20141221,+6.5,377,1.75,42,2.85,90,紐約尼克,492,186,1.75,199.5,223,1.75
+3.5,690,1.75,148,2.15,86,猶他爵士,20141221,-3.5,608,1.75,306,1.45,104,夏洛特黃蜂,493,457,1.75,194.5,221,1.75
+5.5,513,1.75,175,2.6,114,波特蘭拓荒者,20141221,-5.5,906,1.75,399,1.3,88,紐奧良鵜鶘,494,441,1.75,204.5,181,1.75
+5.5,679,1.75,112,2.6,104,亞特蘭大老鷹,20141221,-5.5,735,1.75,399,1.3,97,休士頓火箭,495,384,1.75,198.5,264,1.75
+10.5,684,1.75,,,93,聖安東尼奧馬刺,20141221,-10.5,608,1.75,,,99,達拉斯小牛,496,483,1.75,206.5,195,1.75
+4.5,610,1.75,128,2.15,73,印第安那溜馬,20141221,-4.5,850,1.75,400,1.45,76,丹佛金塊,497,346,1.75,201.5,258,1.75
+9.5,799,1.75,2,3.75,102,密爾瓦基公鹿,20141221,-9.5,689,1.75,119,1.12,106,洛杉磯快艇,498,377,1.75,211.5,313,1.75
+3.5,725,1.75,165,2.15,101,猶他爵士,20141220,-3.5,743,1.75,330,1.45,94,奧蘭多魔術,482,376,1.75,193.5,263,1.75
-5.5,683,1.75,360,1.3,109,夏洛特黃蜂,20141220,+5.5,605,1.75,120,2.6,91,費城76人,483,353,1.75,193.5,224,1.75
+11.5,638,1.75,,,91,布魯克林籃網,20141220,-11.5,659,1.75,,,95,克里夫蘭騎士,484,274,1.75,198.5,312,1.75
-8.5,960,1.75,574,1.15,110,多倫多暴龍,20141220,+8.5,423,1.75,29,3.5,100,底特律活塞,485,305,1.75,199.5,221,1.75
+6.5,402,1.75,70,2.85,98,明尼蘇達灰狼,20141220,-6.5,536,1.75,293,1.25,114,波士頓塞爾提克,486,207,1.75,210.5,228,1.75
-6.5,1032,1.75,499,1.25,105,華盛頓巫師,20141220,+6.5,367,1.75,62,2.85,103,邁阿密熱火,487,319,1.75,190.5,223,1.75
+4.5,354,1.75,88,2.45,129,波特蘭拓荒者,20141220,-4.5,764,1.75,372,1.35,119,聖安東尼奧馬刺,488,281,1.75,197.5,154,1.75
+6.5,353,1.75,51,2.85,103,芝加哥公牛,20141220,-6.5,704,1.75,393,1.25,97,曼斐斯灰熊,489,246,1.75,191.5,275,1.75
-4.5,713,1.75,409,1.35,106,洛杉磯快艇,20141220,+4.5,605,1.75,87,2.45,109,丹佛金塊,490,389,1.75,214.5,240,1.75
-6.5,977,1.75,549,1.25,104,奧克拉荷馬雷霆,20141220,+6.5,512,1.75,78,2.85,103,洛杉磯湖人,491,454,1.75,205.5,303,1.75
+14.5,689,1.75,,,97,紐約尼克,20141219,-14.5,939,1.75,,,103,芝加哥公牛,478,535,1.75,191.5,439,1.75
+3.5,913,1.75,122,2.15,99,紐奧良鵜鶘,20141219,-3.5,811,1.75,467,1.45,90,休士頓火箭,479,427,1.75,201.5,445,1.75
+5.5,790,1.75,153,2.6,108,密爾瓦基公鹿,20141219,-5.5,1045,1.75,516,1.3,107,沙加緬度國王,480,417,1.75,203.5,398,1.75
+2.5,1181,1.75,373,1.9,109,奧克拉荷馬雷霆,20141219,-2.5,832,1.75,383,1.6,114,金州勇士,481,584,1.75,210.5,625,1.75
+6.5,667,1.75,53,2.85,127,亞特蘭大老鷹,20141218,-6.5,841,1.75,515,1.25,98,克里夫蘭騎士,468,483,1.75,201.5,270,1.75
-2.5,1018,1.75,433,1.5,111,鳳凰城太陽,20141218,+2.5,323,1.75,132,2.05,106,夏洛特黃蜂,469,292,1.75,200.5,152,1.75
-7.5,1176,1.75,591,1.2,117,達拉斯小牛,20141218,+7.5,396,1.75,20,3.1,106,底特律活塞,470,374,1.75,205.5,213,1.75
+3.5,467,1.75,112,2.15,92,奧蘭多魔術,20141218,-3.5,851,1.75,381,1.45,109,波士頓塞爾提克,471,287,1.75,200.5,265,1.75
+4.5,383,1.75,71,2.45,105,猶他爵士,20141218,-4.5,577,1.75,306,1.35,87,邁阿密熱火,472,207,1.75,189.5,155,1.75
+12.5,512,1.75,,,89,布魯克林籃網,20141218,-12.5,557,1.75,,,105,多倫多暴龍,473,232,1.75,197.5,252,1.75
