AwayEFG,AwayFT/FGA,AwayORB,AwayScore,AwayTOV,HomeEFG,HomeFT/FGA,HomeORB,HomeScore,HomeTOV,pace,url
0.514,0.123,25,84,26.6,0.567,0.061,28.2,98,18.8,94.2,http://www.basketball-reference.com/boxscores/201511230SAS.html
0.617,0.208,17.6,111,15.9,0.418,0.384,30.2,89,18.8,94.5,http://www.basketball-reference.com/boxscores/201511230UTA.html
0.47,0.244,21.3,97,14.6,0.638,0.238,20.7,121,18.2,99.3,http://www.basketball-reference.com/boxscores/201511240ATL.html
0.519,0.367,21.6,111,6.6,0.449,0.308,20,94,15,95.3,http://www.basketball-reference.com/boxscores/201511240DEN.html
0.392,0.145,18.2,77,13.5,0.554,0.098,24.5,111,7.5,93.5,http://www.basketball-reference.com/boxscores/201511240GSW.html
0.461,0.325,9.8,96,17.5,0.471,0.337,10.2,110,8.1,103.4,http://www.basketball-reference.com/boxscores/201511240MEM.html
0.424,0.233,13.3,93,9.4,0.386,0.227,29.6,88,12.3,96.2,http://www.basketball-reference.com/boxscores/201511240POR.html
0.669,0.2,18.9,123,18.2,0.536,0.205,22.7,106,18.3,102.3,http://www.basketball-reference.com/boxscores/201511240WAS.html
0.416,0.133,14,80,16.7,0.39,0.143,20.4,84,13.9,100.2,http://www.basketball-reference.com/boxscores/201511250BOS.html
0.414,0.172,20.8,87,12.9,0.518,0.181,23.1,101,17.5,96.4,http://www.basketball-reference.com/boxscores/201511250CHO.html
0.443,0.139,21.7,81,13.1,0.5,0.061,35.3,104,6.5,86.9,http://www.basketball-reference.com/boxscores/201511250DET.html
0.506,0.263,22.5,102,15.9,0.493,0.324,15.8,93,18.6,95.1,http://www.basketball-reference.com/boxscores/201511250HOU.html
0.545,0.234,31.4,102,15.4,0.533,0.147,28.2,91,18.7,89.9,http://www.basketball-reference.com/boxscores/201511250LAC.html
0.636,0.403,20.6,129,7.9,0.551,0.239,22.2,118,9.9,95.7,http://www.basketball-reference.com/boxscores/201511250MIL.html
0.427,0.305,28.3,95,12.6,0.47,0.268,15.6,99,10.4,95.6,http://www.basketball-reference.com/boxscores/201511250MIN.html
0.473,0.106,22.4,99,14.6,0.59,0.231,10.5,110,17.9,102.4,http://www.basketball-reference.com/boxscores/201511250OKC.html
0.428,0.241,26.7,91,10.5,0.424,0.314,30,100,6.5,89.1,http://www.basketball-reference.com/boxscores/201511250ORL.html
0.58,0.321,13.2,120,12.7,0.51,0.167,22.9,114,8.7,102.2,http://www.basketball-reference.com/boxscores/201511250PHO.html
0.446,0.108,18.4,83,12.8,0.457,0.173,24.5,88,12.7,90.1,http://www.basketball-reference.com/boxscores/201511250SAS.html
0.524,0.159,20.9,99,10.1,0.576,0.152,15.4,103,9.2,89.2,http://www.basketball-reference.com/boxscores/201511250TOR.html
0.351,0.226,25,78,19,0.495,0.155,36.5,111,12.5,98.8,http://www.basketball-reference.com/boxscores/201511270BOS.html
0.469,0.235,27.9,95,14.8,0.444,0.238,15.6,90,10.8,93.1,http://www.basketball-reference.com/boxscores/201511270CHO.html
0.533,0.147,14.7,91,18.2,0.448,0.143,17.8,80,17.9,92,http://www.basketball-reference.com/boxscores/201511270DEN.html
0.578,0.217,17,114,11.3,0.596,0.397,28.6,116,19.8,98.3,http://www.basketball-reference.com/boxscores/201511270HOU.html
0.408,0.185,17.3,92,13,0.471,0.253,17.4,104,11.5,103.1,http://www.basketball-reference.com/boxscores/201511270IND.html
0.388,0.181,25.4,90,10.3,0.524,0.289,12.5,111,11.9,100.6,http://www.basketball-reference.com/boxscores/201511270LAC.html
0.56,0.427,15.8,116,9.9,0.513,0.238,12.8,101,12.7,93.9,http://www.basketball-reference.com/boxscores/201511270MEM.html
0.48,0.316,20,97,12,0.394,0.129,17.1,78,9.8,90.7,http://www.basketball-reference.com/boxscores/201511270NYK.html
0.394,0.178,22,87,7.5,0.513,0.278,32.4,103,16.6,92.5,http://www.basketball-reference.com/boxscores/201511270OKC.html
0.473,0.27,15.4,90,20.1,0.598,0.195,20,114,16.4,98.6,http://www.basketball-reference.com/boxscores/201511270ORL.html
0.704,0.259,32.4,135,19.6,0.543,0.174,14.3,116,12.1,106.1,http://www.basketball-reference.com/boxscores/201511270PHO.html
0.539,0.234,33.3,101,16.6,0.477,0.105,26.1,91,13.9,90.3,http://www.basketball-reference.com/boxscores/201511270SAC.html
0.432,0.222,17.8,88,14.9,0.454,0.126,24,90,16.7,98.5,http://www.basketball-reference.com/boxscores/201511280CLE.html
0.453,0.173,23.8,81,19.5,0.474,0.247,22.2,92,12.8,90.3,http://www.basketball-reference.com/boxscores/201511280DAL.html
0.44,0.13,35.2,101,11.6,0.588,0.325,31,120,13,94.9,http://www.basketball-reference.com/boxscores/201511280GSW.html
0.482,0.207,15,96,8.9,0.564,0.256,30.8,108,15.2,92,http://www.basketball-reference.com/boxscores/201511280POR.html
0.46,0.092,24.5,88,16.3,0.524,0.224,27.9,108,14.6,96.3,http://www.basketball-reference.com/boxscores/201511280SAS.html
0.457,0.348,9.8,87,16.3,0.518,0.195,27.9,101,14.1,92.5,http://www.basketball-reference.com/boxscores/201511280UTA.html
0.507,0.153,15.8,84,22,0.372,0.256,19.2,82,13,94.1,http://www.basketball-reference.com/boxscores/201511280WAS.html
0.366,0.089,30.2,83,11.3,0.457,0.16,17.9,87,17.8,99.7,http://www.basketball-reference.com/boxscores/201511290BRK.html
0.451,0.098,26.5,82,13.7,0.493,0.257,17.5,87,14,85.7,http://www.basketball-reference.com/boxscores/201511290CHO.html
0.5,0.207,17.9,99,12.5,0.573,0.28,17.9,107,12.7,94.5,http://www.basketball-reference.com/boxscores/201511290LAC.html
0.464,0.361,18.8,107,13.1,0.439,0.162,26.8,103,8.4,101.6,http://www.basketball-reference.com/boxscores/201511290LAL.html
0.468,0.156,19,84,22.9,0.444,0.247,31.3,92,21.9,100.5,http://www.basketball-reference.com/boxscores/201511290MEM.html
0.489,0.242,30.9,116,6.7,0.615,0.192,18.5,111,19.7,90.3,http://www.basketball-reference.com/boxscores/201511290NYK.html
0.438,0.159,19.6,91,10.2,0.532,0.118,40.5,110,11.5,93.9,http://www.basketball-reference.com/boxscores/201511290ORL.html
0.484,0.17,27.1,107,8.1,0.512,0.163,17.8,102,10.5,95,http://www.basketball-reference.com/boxscores/201511290TOR.html
0.435,0.204,26,100,9.7,0.489,0.2,28.6,106,10.8,95.8,http://www.basketball-reference.com/boxscores/201511300ATL.html
0.422,0.144,23.5,89,8.4,0.465,0.14,25.5,92,9.5,91.7,http://www.basketball-reference.com/boxscores/201511300CHI.html
0.46,0.273,33.3,105,13.8,0.576,0.212,32.6,116,9.8,96.6,http://www.basketball-reference.com/boxscores/201511300DET.html
0.408,0.184,26,87,15.4,0.435,0.329,30.5,102,8.4,100.6,http://www.basketball-reference.com/boxscores/201511300LAC.html
0.525,0.263,30.8,105,14.2,0.513,0.24,28.2,95,17.4,91,http://www.basketball-reference.com/boxscores/201511300MIA.html
0.413,0.16,25,74,21.1,0.494,0.208,19.5,92,13,90.4,http://www.basketball-reference.com/boxscores/201511300MIL.html
0.482,0.202,21.4,98,14.6,0.513,0.392,22.5,112,10.1,97.5,http://www.basketball-reference.com/boxscores/201511300SAC.html
0.573,0.146,35.9,106,14.5,0.483,0.191,24.4,103,7.5,89.9,http://www.basketball-reference.com/boxscores/201511300UTA.html
0.507,0.2,10,91,15.9,0.512,0.095,14.6,94,14.4,96.2,http://www.basketball-reference.com/boxscores/201512010BRK.html
0.512,0.145,5.1,97,11.8,0.392,0.241,21.3,85,16.2,98.3,http://www.basketball-reference.com/boxscores/201512010CLE.html
0.471,0.174,24.4,96,12.1,0.403,0.403,26.7,93,12.2,93,http://www.basketball-reference.com/boxscores/201512010MIN.html
0.489,0.278,31.7,113,5.6,0.488,0.309,20,104,7.7,91.4,http://www.basketball-reference.com/boxscores/201512010NOP.html
0.416,0.191,24.5,91,9.9,0.557,0.19,22.7,103,14.4,94,http://www.basketball-reference.com/boxscores/201512010PHI.html
0.505,0.213,24.5,115,10.3,0.485,0.15,26,112,12.2,94,http://www.basketball-reference.com/boxscores/201512010POR.html
0.494,0.228,21.1,96,11.8,0.411,0.133,23.6,86,11,92.4,http://www.basketball-reference.com/boxscores/201512020ATL.html
0.414,0.14,21.7,90,6.4,0.438,0.236,29.4,99,12.2,96.4,http://www.basketball-reference.com/boxscores/201512020CHI.html
0.614,0.091,28.2,116,16.2,0.42,0.213,23.6,99,6.9,98.4,http://www.basketball-reference.com/boxscores/201512020CHO.html
0.557,0.144,21.3,122,12.6,0.575,0.31,33.3,127,14.5,96.9,http://www.basketball-reference.com/boxscores/201512020DET.html
0.449,0.25,32.7,101,18.9,0.46,0.322,18.4,108,8.8,102.7,http://www.basketball-reference.com/boxscores/201512020HOU.html
0.467,0.421,23.1,103,13.1,0.418,0.316,20.8,91,13.5,96.7,http://www.basketball-reference.com/boxscores/201512020LAC.html
0.424,0.163,14.3,87,11.9,0.455,0.216,18.6,99,14.8,102.1,http://www.basketball-reference.com/boxscores/201512020NYK.html
0.353,0.192,12.2,70,15.7,0.45,0.156,22.4,95,10,95.3,http://www.basketball-reference.com/boxscores/201512020SAS.html
0.469,0.188,32.7,108,13.2,0.513,0.291,21.6,104,19.9,102.7,http://www.basketball-reference.com/boxscores/201512020WAS.html
0.563,0.163,26.3,103,14.6,0.388,0.263,19.1,83,10.8,90.8,http://www.basketball-reference.com/boxscores/201512030MEM.html
0.468,0.266,23.7,95,14.3,0.512,0.173,14.6,97,8.9,92.8,http://www.basketball-reference.com/boxscores/201512030MIA.html
0.506,0.25,31.3,111,10.9,0.624,0.2,36.6,123,13.8,92.4,http://www.basketball-reference.com/boxscores/201512030POR.html
0.56,0.238,14,114,14.5,0.422,0.416,20.9,97,16.7,102.3,http://www.basketball-reference.com/boxscores/201512030SAC.html
0.543,0.222,16.7,106,11,0.467,0.207,20,105,3.8,92.5,http://www.basketball-reference.com/boxscores/201512030TOR.html
0.494,0.169,20.9,103,9.5,0.528,0.25,13.9,94,18.7,94.3,http://www.basketball-reference.com/boxscores/201512030UTA.html
0.448,0.116,30.6,87,14.9,0.568,0.216,25,100,17,89.3,http://www.basketball-reference.com/boxscores/201512040ATL.html
0.536,0.119,32.6,100,16.4,0.506,0.173,26.8,96,15.9,93.4,http://www.basketball-reference.com/boxscores/201512040DAL.html
0.471,0.149,19.1,95,13.1,0.457,0.329,16,102,8.3,97.6,http://www.basketball-reference.com/boxscores/201512040DET.html
0.494,0.225,25.5,108,12.3,0.547,0.247,26.2,114,13.2,90.2,http://www.basketball-reference.com/boxscores/201512040NOP.html
0.445,0.11,26.5,91,11.8,0.517,0.207,18.2,108,11.9,97.2,http://www.basketball-reference.com/boxscores/201512040NYK.html
0.571,0.119,31.6,106,18,0.549,0.232,39.5,109,18.4,95.9,http://www.basketball-reference.com/boxscores/201512040WAS.html
0.472,0.202,24.5,102,8.3,0.466,0.146,24.5,96,12.6,95.7,http://www.basketball-reference.com/boxscores/201512050CHI.html
0.52,0.112,30.2,113,11.1,0.564,0.41,27.7,120,14.9,99.6,http://www.basketball-reference.com/boxscores/201512050HOU.html
0.478,0.167,30,101,11.7,0.524,0.207,21.7,103,13.1,94.8,http://www.basketball-reference.com/boxscores/201512050LAC.html
0.4,0.188,22.4,84,12.8,0.596,0.265,10.7,99,15.7,93.3,http://www.basketball-reference.com/boxscores/201512050MIA.html
0.461,0.276,14.3,91,14.5,0.506,0.18,29.5,106,11.5,96.4,http://www.basketball-reference.com/boxscores/201512050MIL.html
0.571,0.273,20,109,13.4,0.488,0.265,28.9,103,12.9,94.2,http://www.basketball-reference.com/boxscores/201512050MIN.html
0.525,0.284,28.3,108,14.8,0.601,0.216,17.1,105,19,98.8,http://www.basketball-reference.com/boxscores/201512050PHI.html
0.523,0.174,23.4,105,12.8,0.56,0.181,28.2,108,13.1,95.5,http://www.basketball-reference.com/boxscores/201512050SAS.html
0.589,0.356,22.9,112,11.9,0.484,0.231,23.9,109,5.5,92.2,http://www.basketball-reference.com/boxscores/201512050TOR.html
0.495,0.29,25.5,119,12.2,0.511,0.304,37.3,122,12.2,94.8,http://www.basketball-reference.com/boxscores/201512050UTA.html
0.593,0.14,22.2,114,11.1,0.466,0.169,23.4,98,11.6,97.9,http://www.basketball-reference.com/boxscores/201512060BRK.html
0.431,0.275,15.4,91,13.9,0.489,0.215,35.4,111,13.3,99.2,http://www.basketball-reference.com/boxscores/201512060DET.html
0.494,0.146,26.2,93,16.7,0.428,0.2,29.4,95,10.7,94.3,http://www.basketball-reference.com/boxscores/201512060MEM.html
0.438,0.205,23.2,95,12.2,0.442,0.256,40.4,98,17.4,99.1,http://www.basketball-reference.com/boxscores/201512060OKC.html
0.605,0.316,19.4,116,15.4,0.517,0.135,12,104,5.8,96.1,http://www.basketball-reference.com/boxscores/201512060WAS.html
0.484,0.152,23.8,103,15.3,0.489,0.144,34.8,101,17,101.4,http://www.basketball-reference.com/boxscores/201512070CHI.html
0.425,0.115,14,84,11,0.476,0.286,29.2,104,12.3,98.3,http://www.basketball-reference.com/boxscores/201512070CHO.html
0.549,0.141,28.6,114,9.1,0.63,0.232,13.8,103,16.9,92.2,http://www.basketball-reference.com/boxscores/201512070MIA.html
0.435,0.165,30,88,15.5,0.438,0.356,24.4,90,15.5,91.7,http://www.basketball-reference.com/boxscores/201512070MIL.html
0.488,0.302,27.1,110,14.7,0.482,0.329,26.8,106,15.6,100.7,http://www.basketball-reference.com/boxscores/201512070MIN.html
0.568,0.235,24.4,111,15.7,0.433,0.167,26.5,93,12.5,96.5,http://www.basketball-reference.com/boxscores/201512070NOP.html
0.53,0.207,17.1,104,9,0.53,0.095,7.7,97,12.9,93.9,http://www.basketball-reference.com/boxscores/201512070NYK.html
0.645,0.276,21.9,119,7.4,0.373,0.16,13,68,13.4,87.9,http://www.basketball-reference.com/boxscores/201512070PHI.html
0.452,0.217,31.8,93,14,0.52,0.338,19.5,102,7.4,87.4,http://www.basketball-reference.com/boxscores/201512070TOR.html
0.567,0.146,25,105,20.4,0.599,0.16,31.6,110,21.4,99.8,http://www.basketball-reference.com/boxscores/201512080BRK.html
0.576,0.114,29.4,100,17.3,0.563,0.203,18.8,105,8.4,89.2,http://www.basketball-reference.com/boxscores/201512080CLE.html
0.438,0.091,21.3,85,17.8,0.375,0.131,18.5,74,15.5,99.3,http://www.basketball-reference.com/boxscores/201512080DEN.html
0.632,0.116,26.3,131,12.9,0.51,0.21,30.8,123,12.6,105.9,http://www.basketball-reference.com/boxscores/201512080IND.html
0.637,0.214,31.3,125,11.3,0.426,0.235,23.4,88,14.2,92.8,http://www.basketball-reference.com/boxscores/201512080MEM.html
0.495,0.163,38,106,10.6,0.623,0.234,26.5,114,14.6,91.4,http://www.basketball-reference.com/boxscores/201512080SAC.html
0.462,0.176,31.9,100,13.7,0.44,0.261,27.1,105,10.3,99,http://www.basketball-reference.com/boxscores/201512090BOS.html
0.427,0.227,15.9,81,16.6,0.562,0.099,7.7,99,10.2,94.1,http://www.basketball-reference.com/boxscores/201512090CHO.html
0.519,0.173,16.2,98,13.6,0.395,0.16,32.8,95,7.7,94.5,http://www.basketball-reference.com/boxscores/201512090DAL.html
0.489,0.08,34.8,93,15.4,0.471,0.115,26,92,11.4,91.9,http://www.basketball-reference.com/boxscores/201512090DET.html
0.543,0.259,26.7,109,12.6,0.478,0.1,15.2,95,10.4,97.6,http://www.basketball-reference.com/boxscores/201512090MIL.html
0.565,0.183,21.4,122,7.9,0.532,0.258,31.1,123,11.6,93.4,http://www.basketball-reference.com/boxscores/201512090MIN.html
0.541,0.141,13.2,104,14.8,0.55,0.238,28.9,107,16.4,98.9,http://www.basketball-reference.com/boxscores/201512090PHO.html
0.493,0.25,30.2,94,16.4,0.602,0.313,15.4,97,21.3,88.7,http://www.basketball-reference.com/boxscores/201512090TOR.html
0.449,0.192,14.3,85,10,0.544,0.238,23.7,106,13.4,92.2,http://www.basketball-reference.com/boxscores/201512090UTA.html
0.554,0.205,14.3,109,16.8,0.466,0.225,23.4,103,15.3,104.8,http://www.basketball-reference.com/boxscores/201512090WAS.html
0.414,0.218,27.7,91,9.4,0.541,0.27,26.5,100,18.1,91.7,http://www.basketball-reference.com/boxscores/201512100BRK.html
0.398,0.114,26.8,80,12.2,0.397,0.161,26,83,10.5,89,http://www.basketball-reference.com/boxscores/201512100CHI.html
0.513,0.179,10.6,94,9.3,0.544,0.25,25.6,107,13.3,92.2,http://www.basketball-reference.com/boxscores/201512100OKC.html
0.452,0.265,27.7,97,15.9,0.468,0.129,19.6,99,10.7,99.1,http://www.basketball-reference.com/boxscores/201512100SAC.html
0.435,0.29,29.8,124,12.7,0.482,0.079,18,119,11,100.4,http://www.basketball-reference.com/boxscores/201512110BOS.html
0.477,0.287,16,108,9.1,0.506,0.279,18.6,111,10.7,91.4,http://www.basketball-reference.com/boxscores/201512110DEN.html
0.463,0.099,17.4,83,18,0.453,0.209,15.9,96,11.2,97.1,http://www.basketball-reference.com/boxscores/201512110IND.html
0.615,0.346,19.4,123,12.5,0.444,0.35,24.4,99,11.1,94.6,http://www.basketball-reference.com/boxscores/201512110MEM.html
0.575,0.163,15,105,10.1,0.595,0.165,20.6,107,15.5,92.7,http://www.basketball-reference.com/boxscores/201512110NOP.html
0.646,0.25,27.3,111,17.7,0.431,0.194,14.3,76,19,92,http://www.basketball-reference.com/boxscores/201512110ORL.html
0.516,0.118,35.4,107,12.3,0.488,0.213,29.5,95,18.8,95.6,http://www.basketball-reference.com/boxscores/201512110PHI.html
0.531,0.042,30.4,106,10.8,0.512,0.133,17.8,96,9,92.2,http://www.basketball-reference.com/boxscores/201512110PHO.html
0.46,0.068,19.1,87,14,0.573,0.183,28.9,109,12.3,94.8,http://www.basketball-reference.com/boxscores/201512110SAS.html
0.438,0.163,23.8,83,14.7,0.536,0.214,18.9,90,16.6,88.7,http://www.basketball-reference.com/boxscores/201512110TOR.html
0.506,0.177,28.2,94,13.1,0.474,0.205,24.4,90,11,86.3,http://www.basketball-reference.com/boxscores/201512110UTA.html
0.554,0.284,18.8,103,21.6,0.406,0.163,14,78,16.3,97,http://www.basketball-reference.com/boxscores/201512120ATL.html
0.547,0.128,17.1,105,11.3,0.475,0.316,26.7,100,14.8,95.9,http://www.basketball-reference.com/boxscores/201512120BRK.html
0.483,0.09,10.9,94,9.6,0.474,0.308,16.3,98,12.5,96.2,http://www.basketball-reference.com/boxscores/201512120CHI.html
0.464,0.094,6.3,98,4.7,0.472,0.114,15.2,93,10.6,97.9,http://www.basketball-reference.com/boxscores/201512120CHO.html
0.6,0.141,10.3,114,12.4,0.506,0.236,23.9,111,10.8,98.5,http://www.basketball-reference.com/boxscores/201512120DAL.html
0.518,0.134,12.2,96,15.1,0.572,0.167,26.3,118,12.5,99.4,http://www.basketball-reference.com/boxscores/201512120DET.html
0.455,0.193,22.9,97,16.4,0.606,0.189,34.1,126,13.5,101.8,http://www.basketball-reference.com/boxscores/201512120HOU.html
0.438,0.191,29.4,95,13.8,0.522,0.156,19,108,14,101.1,http://www.basketball-reference.com/boxscores/201512120MIL.html
0.58,0.333,21.9,112,11.2,0.494,0.247,34.1,110,6.4,89.4,http://www.basketball-reference.com/boxscores/201512120POR.html
0.565,0.13,15.2,97,13.5,0.526,0.247,20,100,10.3,88.6,http://www.basketball-reference.com/boxscores/201512130MIA.html
0.457,0.128,32,98,9.7,0.487,0.342,22.2,104,9.8,83.6,http://www.basketball-reference.com/boxscores/201512130OKC.html
0.507,0.37,25.7,101,21.4,0.506,0.23,29.3,108,12.5,97.6,http://www.basketball-reference.com/boxscores/201512130PHO.html
0.393,0.119,31.3,76,19.6,0.455,0.321,17.8,96,7.9,91.9,http://www.basketball-reference.com/boxscores/201512130TOR.html
0.489,0.146,33.3,100,13.6,0.44,0.167,15.2,88,13.4,94.1,http://www.basketball-reference.com/boxscores/201512140ATL.html
0.599,0.184,18.9,105,15.9,0.431,0.163,20,82,16.3,92.9,http://www.basketball-reference.com/boxscores/201512140BRK.html
0.473,0.098,17.3,96,10.1,0.553,0.247,27,115,11.9,97.2,http://www.basketball-reference.com/boxscores/201512140CHI.html
0.469,0.238,25,94,14.8,0.571,0.208,12.5,104,15.6,95.2,http://www.basketball-reference.com/boxscores/201512140DAL.html
0.575,0.092,11.9,108,10.7,0.561,0.268,41.7,114,16.2,94.4,http://www.basketball-reference.com/boxscores/201512140DEN.html
0.485,0.113,20.4,105,8.8,0.449,0.258,34.1,103,14.9,91.4,http://www.basketball-reference.com/boxscores/201512140DET.html
0.43,0.278,30.6,90,16.6,0.535,0.163,25,106,13.1,92.7,http://www.basketball-reference.com/boxscores/201512140IND.html
0.483,0.14,23.3,95,12.9,0.628,0.179,18.8,112,16.7,95,http://www.basketball-reference.com/boxscores/201512140MEM.html
0.488,0.256,11.1,101,8.7,0.512,0.272,21.7,105,13.8,96.6,http://www.basketball-reference.com/boxscores/201512140POR.html
0.424,0.177,15.2,81,11.3,0.62,0.333,26.5,118,11.2,88.3,http://www.basketball-reference.com/boxscores/201512140SAS.html
0.513,0.115,17.1,89,14.5,0.374,0.138,23.1,77,9.7,88.2,http://www.basketball-reference.com/boxscores/201512150BOS.html
0.494,0.129,26.1,95,10.5,0.517,0.236,40.9,113,12.3,91.7,http://www.basketball-reference.com/boxscores/201512150LAL.html
0.63,0.274,32.3,112,14.2,0.494,0.312,25.6,100,9,87,http://www.basketball-reference.com/boxscores/201512150MIN.html
0.488,0.207,15.6,97,18.6,0.58,0.267,23.7,107,24.2,104.7,http://www.basketball-reference.com/boxscores/201512150SAC.html
0.6,0.213,23.3,106,20.5,0.679,0.269,7.4,127,11.9,97.4,http://www.basketball-reference.com/boxscores/201512160ATL.html
0.58,0.227,24.2,104,12.3,0.494,0.112,21.3,98,5.9,88.7,http://www.basketball-reference.com/boxscores/201512160BRK.html
0.454,0.211,12.2,85,12.8,0.494,0.151,20,98,12.9,95.9,http://www.basketball-reference.com/boxscores/201512160CHI.html
0.539,0.225,25.6,116,15.3,0.558,0.41,17.1,119,10.2,101.4,http://www.basketball-reference.com/boxscores/201512160DET.html
0.478,0.176,14.9,103,16.8,0.608,0.239,20.9,128,14.5,108.3,http://www.basketball-reference.com/boxscores/201512160GSW.html
0.411,0.078,20.8,81,10.4,0.545,0.112,12.2,107,7.7,95.1,http://www.basketball-reference.com/boxscores/201512160IND.html
0.46,0.102,33.3,90,10.6,0.553,0.267,27.8,103,14.1,86.3,http://www.basketball-reference.com/boxscores/201512160LAC.html
0.436,0.139,30.8,102,6.1,0.482,0.294,29.2,107,12.5,95.1,http://www.basketball-reference.com/boxscores/201512160NYK.html
0.408,0.163,31.5,90,15.3,0.494,0.354,31.8,106,15.9,97.4,http://www.basketball-reference.com/boxscores/201512160OKC.html
0.544,0.152,16.3,98,15.7,0.649,0.169,13.3,113,16.9,94.3,http://www.basketball-reference.com/boxscores/201512160ORL.html
0.435,0.262,22.2,95,11.2,0.578,0.217,22.2,114,10.6,94.1,http://www.basketball-reference.com/boxscores/201512160SAS.html
0.534,0.356,21.6,104,10.5,0.53,0.343,15.2,94,13.1,85.1,http://www.basketball-reference.com/boxscores/201512160UTA.html
0.407,0.206,16.7,99,6.8,0.494,0.294,14,109,11.6,94.4,http://www.basketball-reference.com/boxscores/201512170CHO.html
0.514,0.324,25.7,100,12.2,0.534,0.114,37.2,104,14.6,88.5,http://www.basketball-reference.com/boxscores/201512170CLE.html
0.455,0.307,41.1,107,10.9,0.458,0.119,29.5,87,13.2,92,http://www.basketball-reference.com/boxscores/201512170LAL.html
0.489,0.261,19.6,109,10.6,0.506,0.299,15.4,101,18.8,102.5,http://www.basketball-reference.com/boxscores/201512180BOS.html
0.484,0.218,31.1,147,7.1,0.438,0.325,30.8,144,10.3,92.2,http://www.basketball-reference.com/boxscores/201512180CHI.html
0.413,0.275,20.4,88,11.7,0.5,0.244,27.5,97,17.9,91.6,http://www.basketball-reference.com/boxscores/201512180DAL.html
0.484,0.264,31.1,112,13.4,0.534,0.322,35.7,121,12.7,100.7,http://www.basketball-reference.com/boxscores/201512180GSW.html
0.465,0.198,19.1,97,11.4,0.455,0.258,29.8,104,9.9,94.2,http://www.basketball-reference.com/boxscores/201512180IND.html
0.563,0.225,16.7,108,7.2,0.534,0.203,11.1,94,13.8,89,http://www.basketball-reference.com/boxscores/201512180MIA.html
0.512,0.148,18.6,95,11.9,0.512,0.183,37.8,99,16.8,90.1,http://www.basketball-reference.com/boxscores/201512180MIN.html
0.514,0.26,16.7,94,18.4,0.476,0.262,27.1,102,11.7,95.7,http://www.basketball-reference.com/boxscores/201512180ORL.html
0.506,0.247,30.4,107,13.4,0.519,0.221,10.3,97,14.3,98.1,http://www.basketball-reference.com/boxscores/201512180PHI.html
0.394,0.451,23.3,88,19.3,0.56,0.119,31.6,104,17.2,96.1,http://www.basketball-reference.com/boxscores/201512180PHO.html
0.569,0.347,15,107,10,0.552,0.218,24.4,115,7.6,92.7,http://www.basketball-reference.com/boxscores/201512180SAS.html
0.43,0.253,30.6,88,13.5,0.534,0.26,14.7,97,14.3,89.1,http://www.basketball-reference.com/boxscores/201512180UTA.html
0.459,0.209,14.3,97,10.8,0.5,0.408,29.5,107,13.3,99.5,http://www.basketball-reference.com/boxscores/201512190HOU.html
0.422,0.247,26,84,16.2,0.476,0.205,22,96,8.9,90.3,http://www.basketball-reference.com/boxscores/201512190MEM.html
0.42,0.128,35.3,91,11.4,0.53,0.244,25.6,107,10.6,91.8,http://www.basketball-reference.com/boxscores/201512190NYK.html
0.395,0.116,15.4,78,13,0.601,0.202,33.3,118,13.6,96.5,http://www.basketball-reference.com/boxscores/201512190OKC.html
0.473,0.14,35.3,101,14.5,0.563,0.253,13.2,109,13.6,96.4,http://www.basketball-reference.com/boxscores/201512190WAS.html
0.494,0.263,17.5,100,12.6,0.442,0.205,13.3,85,13.9,94.1,http://www.basketball-reference.com/boxscores/201512200BRK.html
0.378,0.244,32,86,16.1,0.535,0.2,15.4,108,9.6,96.9,http://www.basketball-reference.com/boxscores/201512200CLE.html
0.635,0.397,21.2,130,9.5,0.557,0.188,31,125,4.5,94.4,http://www.basketball-reference.com/boxscores/201512200DEN.html
0.569,0.225,28.6,109,17.5,0.653,0.24,13.5,116,11.3,93.5,http://www.basketball-reference.com/boxscores/201512200MIA.html
0.571,0.179,22.2,103,18,0.494,0.247,19.5,100,12.4,95.2,http://www.basketball-reference.com/boxscores/201512200ORL.html
0.551,0.177,15.4,101,12.7,0.5,0.284,16.2,95,19.1,95.9,http://www.basketball-reference.com/boxscores/201512200PHO.html
0.586,0.197,12.2,104,14.8,0.415,0.17,26,94,10.6,96.1,http://www.basketball-reference.com/boxscores/201512200TOR.html
0.5,0.198,32.6,97,16.6,0.539,0.299,5.3,106,10.1,94.4,http://www.basketball-reference.com/boxscores/201512210ATL.html
0.468,0.316,13.6,99,11.4,0.584,0.101,28.6,113,14.3,97.9,http://www.basketball-reference.com/boxscores/201512210BOS.html
0.495,0.128,33.3,105,12.3,0.5,0.074,29.4,102,11.4,96.1,http://www.basketball-reference.com/boxscores/201512210CHI.html
0.422,0.301,18.4,95,10.2,0.514,0.408,25.7,102,17.6,95.9,http://www.basketball-reference.com/boxscores/201512210HOU.html
0.494,0.188,22.2,100,10.5,0.511,0.115,22.7,99,12.2,93.9,http://www.basketball-reference.com/boxscores/201512210LAC.html
0.57,0.105,21.1,107,9,0.559,0.184,26.5,99,15.3,88.4,http://www.basketball-reference.com/boxscores/201512210NYK.html
0.461,0.1,25.5,92,12.7,0.551,0.09,16.7,106,8.8,94.9,http://www.basketball-reference.com/boxscores/201512210SAS.html
0.437,0.253,20,89,12.8,0.513,0.367,26.2,110,9.5,91.1,http://www.basketball-reference.com/boxscores/201512210UTA.html
