AwayEFG,AwayFT/FGA,AwayORB,AwayScore,AwayTOV,HomeEFG,HomeFT/FGA,HomeORB,HomeScore,HomeTOV,pace,url
0.445,0.198,27.7,99,13,0.59,0.181,10.8,113,10.8,97.4,http://www.basketball-reference.com/boxscores/201512210WAS.html
0.518,0.286,26.2,111,10.1,0.506,0.178,31,107,10.9,94.4,http://www.basketball-reference.com/boxscores/201512220DEN.html
0.545,0.103,29.3,93,16,0.466,0.114,26.2,92,5.1,85.1,http://www.basketball-reference.com/boxscores/201512220MIA.html
0.5,0.224,22,104,11.2,0.523,0.318,27,90,24.5,95.4,http://www.basketball-reference.com/boxscores/201512220PHI.html
0.495,0.087,8.5,99,5.8,0.554,0.284,25,103,16.5,94.5,http://www.basketball-reference.com/boxscores/201512220TOR.html
0.466,0.191,28.9,100,11.9,0.517,0.169,23.3,107,11.7,99.5,http://www.basketball-reference.com/boxscores/201512230ATL.html
0.646,0.159,15.2,119,16.1,0.554,0.059,34.1,118,9.3,89.8,http://www.basketball-reference.com/boxscores/201512230BRK.html
0.465,0.271,23.8,102,11.9,0.407,0.284,23.5,89,14.4,96.3,http://www.basketball-reference.com/boxscores/201512230CHO.html
0.421,0.183,20.9,84,11,0.416,0.265,28.6,91,6.9,86.3,http://www.basketball-reference.com/boxscores/201512230CLE.html
0.456,0.15,27.9,85,18.1,0.524,0.193,24.3,103,14.3,91.8,http://www.basketball-reference.com/boxscores/201512230GSW.html
0.539,0.135,15.8,108,14.3,0.528,0.135,12.2,106,10.1,102.9,http://www.basketball-reference.com/boxscores/201512230IND.html
0.563,0.137,45.2,120,12.8,0.399,0.157,22.2,85,9.2,94.9,http://www.basketball-reference.com/boxscores/201512230LAL.html
0.5,0.235,31,100,19,0.629,0.071,15.2,113,15.3,99.4,http://www.basketball-reference.com/boxscores/201512230MIL.html
0.598,0.122,37.8,108,14.5,0.438,0.278,19.5,83,13.5,86.7,http://www.basketball-reference.com/boxscores/201512230MIN.html
0.384,0.168,34.9,89,11,0.559,0.235,18.2,115,10.4,95.5,http://www.basketball-reference.com/boxscores/201512230NOP.html
0.536,0.145,22.5,101,10.8,0.565,0.107,28.9,104,11.8,89.7,http://www.basketball-reference.com/boxscores/201512230ORL.html
0.538,0.066,27.7,104,14.9,0.489,0.126,24.5,96,14.5,97.6,http://www.basketball-reference.com/boxscores/201512230PHO.html
0.479,0.306,15.8,91,8.5,0.518,0.183,29.3,100,13.4,87.9,http://www.basketball-reference.com/boxscores/201512230WAS.html
0.342,0.189,29.3,83,9.4,0.442,0.256,17.4,89,15.1,95.9,http://www.basketball-reference.com/boxscores/201512250GSW.html
0.438,0.08,29.2,84,14.1,0.48,0.23,19.5,88,16.6,91.3,http://www.basketball-reference.com/boxscores/201512250HOU.html
0.506,0.094,19,94,15.1,0.461,0.169,14,84,14.6,95.6,http://www.basketball-reference.com/boxscores/201512250LAL.html
0.433,0.111,13.2,88,15.2,0.432,0.205,22.4,94,14.5,93.7,http://www.basketball-reference.com/boxscores/201512250MIA.html
0.473,0.196,34.8,105,13.7,0.417,0.167,32.7,96,10.9,97.1,http://www.basketball-reference.com/boxscores/201512250OKC.html
0.525,0.16,30.8,98,19.9,0.58,0.17,25,117,8.6,94.6,http://www.basketball-reference.com/boxscores/201512260ATL.html
0.571,0.179,17.1,111,10.5,0.511,0.056,33.3,96,16.5,97.1,http://www.basketball-reference.com/boxscores/201512260BRK.html
0.45,0.122,30.8,92,12.4,0.507,0.406,17.9,98,17,92.9,http://www.basketball-reference.com/boxscores/201512260CHO.html
0.59,0.244,33.3,111,16,0.552,0.253,36.4,118,10,91.7,http://www.basketball-reference.com/boxscores/201512260DAL.html
0.488,0.202,25,99,12.9,0.418,0.187,33.3,93,12.8,95.6,http://www.basketball-reference.com/boxscores/201512260DET.html
0.599,0.173,23.7,111,8.2,0.457,0.198,20.5,90,12.8,88.8,http://www.basketball-reference.com/boxscores/201512260MIL.html
0.556,0.163,29.4,102,19.6,0.493,0.187,23.7,88,20.2,93.5,http://www.basketball-reference.com/boxscores/201512260MIN.html
0.542,0.202,23.8,108,9.7,0.593,0.28,24.2,110,14.8,90.5,http://www.basketball-reference.com/boxscores/201512260NOP.html
0.558,0.286,26.5,108,8.4,0.601,0.076,23.7,101,9.6,83.6,http://www.basketball-reference.com/boxscores/201512260ORL.html
0.557,0.291,21.6,111,18.8,0.443,0.295,23.1,104,12,101.8,http://www.basketball-reference.com/boxscores/201512260PHO.html
0.435,0.117,18.8,76,16.9,0.511,0.157,23.3,105,7.6,91.4,http://www.basketball-reference.com/boxscores/201512260POR.html
0.471,0.058,20.5,86,14.5,0.525,0.198,26.3,101,11.1,89.9,http://www.basketball-reference.com/boxscores/201512260SAS.html
0.563,0.253,20,109,11.8,0.554,0.297,22.9,104,15.7,91.7,http://www.basketball-reference.com/boxscores/201512260UTA.html
0.393,0.236,25,91,11.5,0.471,0.235,25.5,100,9.3,94.9,http://www.basketball-reference.com/boxscores/201512270BOS.html
0.429,0.286,34.6,96,11.7,0.6,0.2,20,112,10,90.9,http://www.basketball-reference.com/boxscores/201512270MEM.html
0.537,0.117,36.2,112,9,0.627,0.217,39.4,122,13.2,91,http://www.basketball-reference.com/boxscores/201512270OKC.html
0.467,0.13,28,98,15.4,0.454,0.329,15.6,94,19.7,101.5,http://www.basketball-reference.com/boxscores/201512270SAC.html
0.466,0.17,22.4,97,6.6,0.506,0.184,23.9,104,9.3,93.6,http://www.basketball-reference.com/boxscores/201512280CHI.html
0.465,0.224,13.3,98,10.4,0.517,0.18,16.7,108,9.2,98.8,http://www.basketball-reference.com/boxscores/201512280CHO.html
0.506,0.165,24.3,93,16.6,0.512,0.202,12.2,103,4,91.9,http://www.basketball-reference.com/boxscores/201512280DAL.html
0.458,0.168,22,103,11.5,0.596,0.18,27.1,122,15.3,104.9,http://www.basketball-reference.com/boxscores/201512280GSW.html
0.459,0.257,21.6,87,19,0.477,0.115,23.4,93,12.9,95,http://www.basketball-reference.com/boxscores/201512280IND.html
0.512,0.329,34,111,11.7,0.526,0.295,24.4,105,13.3,92.8,http://www.basketball-reference.com/boxscores/201512280MIA.html
0.476,0.12,23.3,89,12.7,0.591,0.085,11.1,104,9.4,90.8,http://www.basketball-reference.com/boxscores/201512280ORL.html
0.585,0.254,25,101,17.2,0.525,0.177,34.1,97,15.4,87.6,http://www.basketball-reference.com/boxscores/201512280PHO.html
0.494,0.171,16.2,95,13.9,0.549,0.306,16.1,101,15.9,96.1,http://www.basketball-reference.com/boxscores/201512280SAS.html
0.448,0.163,17.4,91,16,0.375,0.381,34.1,95,13.1,97.6,http://www.basketball-reference.com/boxscores/201512280UTA.html
0.571,0.244,8.6,108,15.2,0.431,0.184,27.7,91,14.1,98.8,http://www.basketball-reference.com/boxscores/201512280WAS.html
0.465,0.151,18.4,93,11.1,0.444,0.09,25.5,87,16.1,97.3,http://www.basketball-reference.com/boxscores/201512290DEN.html
0.505,0.212,30.4,121,9.8,0.618,0.361,20,115,17.6,101.2,http://www.basketball-reference.com/boxscores/201512290HOU.html
0.513,0.114,21.1,90,13.9,0.46,0.218,34.8,99,7.7,79.3,http://www.basketball-reference.com/boxscores/201512290MEM.html
0.472,0.135,33.3,96,9.4,0.595,0.177,20,108,10.4,87.7,http://www.basketball-reference.com/boxscores/201512290NYK.html
0.54,0.15,37.5,123,11.3,0.547,0.43,27.5,131,9.6,101.3,http://www.basketball-reference.com/boxscores/201512290OKC.html
0.505,0.181,26.5,112,8.8,0.472,0.239,18.8,104,9.2,98.3,http://www.basketball-reference.com/boxscores/201512300BOS.html
0.418,0.196,29.1,100,10,0.465,0.256,31.8,102,17.7,91,http://www.basketball-reference.com/boxscores/201512300CHI.html
0.627,0.465,24.2,122,11.9,0.483,0.364,35.4,117,9.6,92.5,http://www.basketball-reference.com/boxscores/201512300CHO.html
0.451,0.222,16.7,91,11.6,0.598,0.195,29.3,114,14.2,93.3,http://www.basketball-reference.com/boxscores/201512300DAL.html
0.413,0.175,30.6,80,17.6,0.5,0.221,31,94,10.1,87.1,http://www.basketball-reference.com/boxscores/201512300MIN.html
0.44,0.241,25,93,11.5,0.494,0.232,39.5,100,14.9,89,http://www.basketball-reference.com/boxscores/201512300ORL.html
0.494,0.195,25.5,103,12.8,0.54,0.184,27.3,110,12.8,95.3,http://www.basketball-reference.com/boxscores/201512300POR.html
0.473,0.223,29.1,110,10.7,0.541,0.338,15.9,105,19.3,104.9,http://www.basketball-reference.com/boxscores/201512300SAC.html
0.426,0.123,16.7,79,14.4,0.605,0.263,17.6,112,12.6,95.2,http://www.basketball-reference.com/boxscores/201512300SAS.html
0.448,0.149,16.7,91,9.6,0.378,0.39,29.4,94,13.9,95.6,http://www.basketball-reference.com/boxscores/201512300TOR.html
0.436,0.174,13,90,13.7,0.558,0.221,28.6,115,14,100.5,http://www.basketball-reference.com/boxscores/201512310DET.html
0.577,0.202,29.3,114,15.8,0.538,0.333,11.4,110,14.2,99.7,http://www.basketball-reference.com/boxscores/201512310HOU.html
0.623,0.312,17.6,120,14.8,0.579,0.256,20,116,16.9,101.8,http://www.basketball-reference.com/boxscores/201512310IND.html
0.444,0.167,26,95,10.9,0.482,0.122,12.8,89,14.5,95.5,http://www.basketball-reference.com/boxscores/201512310NOP.html
0.573,0.146,30.6,106,15.4,0.569,0.238,31.6,110,12.6,90.1,http://www.basketball-reference.com/boxscores/201512310OKC.html
0.551,0.128,21.1,96,10.6,0.587,0.093,27.9,109,5.2,83.2,http://www.basketball-reference.com/boxscores/201512310UTA.html
0.405,0.155,21.6,81,10.7,0.518,0.235,31.1,108,6.8,88.1,http://www.basketball-reference.com/boxscores/201601010CHI.html
0.393,0.214,26,84,14.4,0.408,0.253,26,93,9.1,94.4,http://www.basketball-reference.com/boxscores/201601010LAL.html
0.403,0.125,23.6,82,8.7,0.61,0.073,22.9,106,12.2,88.6,http://www.basketball-reference.com/boxscores/201601010MIA.html
0.459,0.188,29.2,94,9.7,0.478,0.187,40.8,104,11.6,86.7,http://www.basketball-reference.com/boxscores/201601010TOR.html
0.5,0.071,17.1,91,14.5,0.511,0.098,27.3,103,8.5,92.8,http://www.basketball-reference.com/boxscores/201601010WAS.html
0.425,0.226,28.6,100,12,0.426,0.25,30.8,97,12.2,97.2,http://www.basketball-reference.com/boxscores/201601020BOS.html
0.5,0.38,27,109,11.2,0.381,0.31,14,90,3.9,93.2,http://www.basketball-reference.com/boxscores/201601020CHO.html
0.421,0.197,10.9,79,14.4,0.488,0.293,23.1,104,3.9,90.5,http://www.basketball-reference.com/boxscores/201601020CLE.html
0.518,0.229,23.1,105,16.9,0.494,0.193,6.4,98,12.5,100.7,http://www.basketball-reference.com/boxscores/201601020DAL.html
0.443,0.143,38.7,108,10.1,0.558,0.174,24.3,111,11.9,90.1,http://www.basketball-reference.com/boxscores/201601020GSW.html
0.371,0.14,22.6,82,8.8,0.5,0.288,14.3,94,13.2,94.6,http://www.basketball-reference.com/boxscores/201601020IND.html
0.511,0.09,18,99,11.1,0.679,0.247,20,130,13.2,98.4,http://www.basketball-reference.com/boxscores/201601020LAC.html
0.48,0.307,26.2,95,13,0.411,0.19,30.2,85,14.5,90.1,http://www.basketball-reference.com/boxscores/201601020MIN.html
0.578,0.277,10,119,14.4,0.661,0.31,32.3,142,12.1,104.4,http://www.basketball-reference.com/boxscores/201601020SAC.html
0.561,0.27,20.5,103,14.5,0.599,0.209,21.6,121,10.4,94.6,http://www.basketball-reference.com/boxscores/201601020SAS.html
0.451,0.173,17,87,10.6,0.473,0.28,22,92,15.5,84,http://www.basketball-reference.com/boxscores/201601020UTA.html
0.577,0.282,21.2,112,9.8,0.469,0.388,30.6,106,7.3,92.2,http://www.basketball-reference.com/boxscores/201601030DEN.html
0.393,0.079,16.7,77,13.1,0.5,0.155,20,97,14.1,96.2,http://www.basketball-reference.com/boxscores/201601030LAL.html
0.488,0.179,19,97,13.9,0.563,0.136,33.3,111,14.5,95.7,http://www.basketball-reference.com/boxscores/201601030NYK.html
0.567,0.268,25,115,10.6,0.527,0.174,27.7,113,7.4,92.6,http://www.basketball-reference.com/boxscores/201601030TOR.html
0.506,0.116,20.9,97,11.6,0.363,0.099,19.6,75,9.4,92.9,http://www.basketball-reference.com/boxscores/201601030WAS.html
0.478,0.163,24.5,103,6.5,0.412,0.282,30.8,94,12.6,92.8,http://www.basketball-reference.com/boxscores/201601040BRK.html
0.548,0.274,21.6,100,9.5,0.669,0.311,37.9,122,13.2,84.5,http://www.basketball-reference.com/boxscores/201601040CLE.html
0.481,0.136,12.2,89,8.5,0.568,0.17,41.9,115,9.3,86.9,http://www.basketball-reference.com/boxscores/201601040DET.html
0.483,0.209,19,101,10.4,0.603,0.069,8.3,111,10.9,95.7,http://www.basketball-reference.com/boxscores/201601040GSW.html
0.436,0.191,27.5,100,8.7,0.406,0.333,26.8,103,6.1,87.8,http://www.basketball-reference.com/boxscores/201601040MIA.html
0.594,0.178,34.2,123,11.6,0.5,0.273,24.4,98,14.3,94.8,http://www.basketball-reference.com/boxscores/201601040MIL.html
0.489,0.326,31.7,116,12.4,0.494,0.18,23.9,104,13.1,101.7,http://www.basketball-reference.com/boxscores/201601040OKC.html
0.548,0.26,19.4,99,16.1,0.575,0.103,36.4,109,14.7,92.5,http://www.basketball-reference.com/boxscores/201601040PHI.html
0.401,0.198,32.7,91,9.7,0.438,0.208,16.7,78,20.3,93.8,http://www.basketball-reference.com/boxscores/201601040POR.html
0.566,0.235,17.1,93,17.2,0.48,0.253,34.9,91,14.9,84.6,http://www.basketball-reference.com/boxscores/201601040UTA.html
0.506,0.262,28.9,107,8.7,0.511,0.138,28.6,101,12,90.6,http://www.basketball-reference.com/boxscores/201601050ATL.html
0.48,0.078,30.9,106,8.5,0.584,0.241,21.2,117,14,98.3,http://www.basketball-reference.com/boxscores/201601050CHI.html
0.535,0.101,17.6,116,15.3,0.52,0.153,24.5,117,13.6,92.7,http://www.basketball-reference.com/boxscores/201601050DAL.html
0.541,0.186,21.3,109,9.5,0.346,0.275,25.4,88,10.3,96,http://www.basketball-reference.com/boxscores/201601050LAL.html
0.514,0.311,29.7,99,16.7,0.407,0.22,26.5,94,8.9,94.5,http://www.basketball-reference.com/boxscores/201601060BOS.html
0.463,0.213,26.7,91,16.2,0.429,0.09,14,74,17.8,92.6,http://www.basketball-reference.com/boxscores/201601060BRK.html
0.579,0.243,17.9,98,12.4,0.463,0.171,29.3,90,12.8,84.6,http://www.basketball-reference.com/boxscores/201601060MIA.html
0.407,0.148,28.9,78,11.1,0.404,0.205,19.5,74,9.9,81.7,http://www.basketball-reference.com/boxscores/201601060MIN.html
0.466,0.218,23.4,100,9.4,0.408,0.174,26.8,91,9,93.3,http://www.basketball-reference.com/boxscores/201601060NOP.html
0.428,0.189,18.8,94,7.4,0.506,0.337,30.2,112,13.3,96.6,http://www.basketball-reference.com/boxscores/201601060OKC.html
0.461,0.329,23.1,95,15.3,0.443,0.203,21.4,86,16.4,92.4,http://www.basketball-reference.com/boxscores/201601060ORL.html
0.5,0.172,19.6,102,11.9,0.601,0.119,5.4,111,11.8,98.6,http://www.basketball-reference.com/boxscores/201601060PHO.html
0.572,0.169,23.8,109,10,0.494,0.151,34.7,98,11.9,89.9,http://www.basketball-reference.com/boxscores/201601060POR.html
0.513,0.215,25,98,17.2,0.657,0.116,25,123,12.4,94,http://www.basketball-reference.com/boxscores/201601060SAS.html
0.607,0.146,31.7,121,9.3,0.645,0.224,13.9,115,12,93.2,http://www.basketball-reference.com/boxscores/201601060WAS.html
0.383,0.173,26.3,92,9.3,0.463,0.149,25,101,13.6,101.1,http://www.basketball-reference.com/boxscores/201601070CHI.html
0.532,0.141,25,94,18.2,0.567,0.24,30.6,103,15.6,91.4,http://www.basketball-reference.com/boxscores/201601070HOU.html
0.603,0.163,32.6,126,13.8,0.483,0.174,29.2,98,18.5,102,http://www.basketball-reference.com/boxscores/201601070PHI.html
0.592,0.329,18.2,115,16.9,0.588,0.212,27,118,13.4,99.3,http://www.basketball-reference.com/boxscores/201601070SAC.html
0.476,0.048,29.5,83,14.1,0.445,0.164,21.7,77,15.5,84.7,http://www.basketball-reference.com/boxscores/201601080BRK.html
0.534,0.247,40,117,11.5,0.53,0.286,25.6,113,10.4,93.2,http://www.basketball-reference.com/boxscores/201601080LAL.html
0.391,0.184,37.3,84,15.1,0.415,0.28,21.6,91,6.8,89.3,http://www.basketball-reference.com/boxscores/201601080MEM.html
0.5,0.131,36.4,95,14.9,0.488,0.225,36.6,96,13.9,88.6,http://www.basketball-reference.com/boxscores/201601080MIL.html
0.611,0.321,27.8,125,10.5,0.5,0.253,17.5,99,11.7,92.8,http://www.basketball-reference.com/boxscores/201601080MIN.html
0.475,0.173,32.6,91,21.2,0.428,0.181,16.7,86,14,96.8,http://www.basketball-reference.com/boxscores/201601080NOP.html
0.541,0.329,16.2,103,10.4,0.467,0.098,30,95,12.5,91.5,http://www.basketball-reference.com/boxscores/201601080PHO.html
0.632,0.207,13.2,128,13.5,0.458,0.208,21.8,108,7.7,103.6,http://www.basketball-reference.com/boxscores/201601080POR.html
0.467,0.154,21.3,99,7.5,0.462,0.151,26.1,100,7.4,93.5,http://www.basketball-reference.com/boxscores/201601080SAS.html
0.487,0.32,17.6,97,20.3,0.44,0.167,14.6,88,17.3,100.4,http://www.basketball-reference.com/boxscores/201601080WAS.html
0.476,0.313,27.3,105,17.9,0.574,0.128,19,120,13,104.3,http://www.basketball-reference.com/boxscores/201601090ATL.html
0.494,0.098,12.2,89,13.9,0.511,0.098,25,103,8.4,93.9,http://www.basketball-reference.com/boxscores/201601090DET.html
0.411,0.167,24.4,83,14,0.484,0.099,26.5,97,8.6,91.1,http://www.basketball-reference.com/boxscores/201601090LAC.html
0.638,0.105,13.3,105,15.7,0.547,0.243,32.4,99,15.1,88.1,http://www.basketball-reference.com/boxscores/201601090ORL.html
0.58,0.28,18.8,108,13,0.556,0.075,22.5,95,13.1,90.4,http://www.basketball-reference.com/boxscores/201601090PHI.html
0.672,0.126,25,128,16.1,0.511,0.239,15.2,116,8.7,103.2,http://www.basketball-reference.com/boxscores/201601090SAC.html
0.451,0.11,31.9,83,16,0.613,0.155,17.2,98,16.9,88.9,http://www.basketball-reference.com/boxscores/201601090UTA.html
0.434,0.241,20,92,11.4,0.494,0.247,20.5,95,13,91.3,http://www.basketball-reference.com/boxscores/201601100DEN.html
0.528,0.089,11.4,103,16,0.517,0.169,22.7,107,18.2,97.1,http://www.basketball-reference.com/boxscores/201601100HOU.html
0.44,0.23,27.8,111,11,0.539,0.202,16.3,114,11.9,97.9,http://www.basketball-reference.com/boxscores/201601100LAC.html
0.486,0.275,19.4,86,14.9,0.343,0.146,29.1,74,10.3,86.2,http://www.basketball-reference.com/boxscores/201601100LAL.html
0.46,0.193,22.9,98,14,0.393,0.417,42.9,101,17.1,98.7,http://www.basketball-reference.com/boxscores/201601100MEM.html
0.506,0.195,28.9,93,13.1,0.443,0.215,28.2,87,15.3,87.8,http://www.basketball-reference.com/boxscores/201601100MIN.html
0.419,0.263,31.1,88,10.6,0.506,0.179,30,100,10.7,87.4,http://www.basketball-reference.com/boxscores/201601100NYK.html
0.439,0.178,24.1,95,9.1,0.494,0.117,15.6,85,18.2,95.8,http://www.basketball-reference.com/boxscores/201601100PHI.html
0.553,0.342,20,110,17.1,0.515,0.12,37,115,13.1,99.8,http://www.basketball-reference.com/boxscores/201601100POR.html
0.561,0.171,28.6,106,11.7,0.466,0.151,14.3,79,16,88.5,http://www.basketball-reference.com/boxscores/201601110BRK.html
0.53,0.091,27.7,114,8,0.475,0.284,25,100,14.7,96.1,http://www.basketball-reference.com/boxscores/201601110CHI.html
0.489,0.154,18.4,103,9.3,0.517,0.256,19.1,111,8.3,97.7,http://www.basketball-reference.com/boxscores/201601110GSW.html
0.5,0.134,31.5,110,8,0.563,0.228,19.4,107,15.3,85.4,http://www.basketball-reference.com/boxscores/201601120DAL.html
0.512,0.259,26.8,109,14.9,0.451,0.187,22.4,99,10.5,100.4,http://www.basketball-reference.com/boxscores/201601120DET.html
0.449,0.191,32.7,97,15.1,0.582,0.304,21.6,116,12.3,97.4,http://www.basketball-reference.com/boxscores/201601120IND.html
0.451,0.099,25,91,10.2,0.402,0.287,22,95,7.3,94.1,http://www.basketball-reference.com/boxscores/201601120LAL.html
0.545,0.299,50,107,13.6,0.507,0.25,35.1,91,17.1,81.1,http://www.basketball-reference.com/boxscores/201601120MEM.html
0.482,0.224,43.5,101,15.1,0.478,0.183,27.5,106,4.5,91.4,http://www.basketball-reference.com/boxscores/201601120MIL.html
0.518,0.167,19,101,14.8,0.488,0.21,25,96,16.5,97.1,http://www.basketball-reference.com/boxscores/201601120MIN.html
0.541,0.244,17.5,114,8.5,0.574,0.333,14.6,120,10.5,97.6,http://www.basketball-reference.com/boxscores/201601120NYK.html
0.434,0.165,27.1,94,14.6,0.494,0.156,28.6,103,16.1,101,http://www.basketball-reference.com/boxscores/201601130BOS.html
0.489,0.165,28.8,104,11.4,0.576,0.128,20,110,14,97.8,http://www.basketball-reference.com/boxscores/201601130BRK.html
0.414,0.21,12.2,84,15.1,0.518,0.268,26.2,107,14.6,97.1,http://www.basketball-reference.com/boxscores/201601130CHO.html
0.534,0.182,16.3,110,11.8,0.454,0.379,28.9,112,11.2,100.2,http://www.basketball-reference.com/boxscores/201601130DEN.html
0.513,0.308,31.1,104,18,0.54,0.347,21.6,107,14.9,96.7,http://www.basketball-reference.com/boxscores/201601130HOU.html
0.507,0.271,13.2,90,21.7,0.484,0.138,18.5,104,6.5,97.9,http://www.basketball-reference.com/boxscores/201601130LAC.html
0.427,0.232,16.3,89,14.7,0.555,0.207,28.3,108,16,98.8,http://www.basketball-reference.com/boxscores/201601130OKC.html
0.461,0.197,21.3,85,14,0.506,0.114,37.8,99,12.1,87.9,http://www.basketball-reference.com/boxscores/201601130POR.html
0.5,0.09,23.6,109,6.3,0.524,0.107,23.8,97,16.6,96.7,http://www.basketball-reference.com/boxscores/201601130SAC.html
0.535,0.333,32.3,101,23.7,0.524,0.214,19.6,106,14.5,100.4,http://www.basketball-reference.com/boxscores/201601130WAS.html
0.467,0.156,31.4,98,17.3,0.576,0.198,27.9,116,16.7,102,http://www.basketball-reference.com/boxscores/201601140GSW.html
0.618,0.167,25,101,20.1,0.546,0.263,15.6,103,14.7,92,http://www.basketball-reference.com/boxscores/201601140MEM.html
0.456,0.267,21.6,106,8.8,0.5,0.062,14.3,103,13,93.9,http://www.basketball-reference.com/boxscores/201601140ORL.html
0.506,0.295,42.5,115,18.5,0.516,0.161,23.4,111,10.5,91.6,http://www.basketball-reference.com/boxscores/201601140PHI.html
0.524,0.11,20.9,95,16.4,0.488,0.217,24.4,99,10.6,92.3,http://www.basketball-reference.com/boxscores/201601140SAS.html
0.493,0.405,33.3,103,14,0.458,0.301,20,101,11.7,95.4,http://www.basketball-reference.com/boxscores/201601140UTA.html
0.449,0.258,18.8,103,12.1,0.51,0.198,32.1,117,9.9,102.2,http://www.basketball-reference.com/boxscores/201601150BOS.html
0.586,0.075,28.6,116,8.4,0.494,0.235,34.8,104,11,91.5,http://www.basketball-reference.com/boxscores/201601150BRK.html
0.442,0.195,16.7,83,9.6,0.372,0.151,25,77,8,84.9,http://www.basketball-reference.com/boxscores/201601150CHI.html
0.519,0.173,22.5,98,12.7,0.449,0.321,15.4,95,12.7,92.8,http://www.basketball-reference.com/boxscores/201601150DEN.html
0.437,0.172,36.2,91,12.6,0.392,0.257,23.8,77,17.2,90.5,http://www.basketball-reference.com/boxscores/201601150HOU.html
0.577,0.051,37,118,12.8,0.494,0.313,14,104,12.1,99,http://www.basketball-reference.com/boxscores/201601150IND.html
0.475,0.06,15.2,101,14.2,0.432,0.26,36.8,108,12.5,97.3,http://www.basketball-reference.com/boxscores/201601150MIL.html
0.57,0.105,9.1,107,10.8,0.563,0.126,18.6,109,7.9,94.5,http://www.basketball-reference.com/boxscores/201601150NOP.html
0.429,0.235,36.4,93,11.2,0.556,0.157,29.3,113,5.7,88.5,http://www.basketball-reference.com/boxscores/201601150OKC.html
0.474,0.154,16.7,86,16.4,0.608,0.228,14.7,114,10,93.9,http://www.basketball-reference.com/boxscores/201601160ATL.html
0.576,0.306,21.4,105,15.2,0.431,0.195,24.5,92,4.9,88.2,http://www.basketball-reference.com/boxscores/201601160CHO.html
0.415,0.181,25.9,95,10.3,0.505,0.109,34,113,7.6,98.5,http://www.basketball-reference.com/boxscores/201601160DET.html
0.559,0.329,22,110,15.8,0.464,0.146,24.6,103,9.5,98.1,http://www.basketball-reference.com/boxscores/201601160LAC.html
0.487,0.26,16.2,95,8.4,0.506,0.244,30.2,103,7.9,86.9,http://www.basketball-reference.com/boxscores/201601160MEM.html
0.42,0.184,17.6,89,11.8,0.618,0.263,9.4,114,12.7,98.6,http://www.basketball-reference.com/boxscores/201601160PHI.html
0.394,0.122,28.6,82,12.5,0.566,0.181,28.2,109,9.9,90.3,http://www.basketball-reference.com/boxscores/201601160UTA.html
0.494,0.364,37.8,119,13.4,0.483,0.348,31.8,117,11,99.2,http://www.basketball-reference.com/boxscores/201601160WAS.html
0.64,0.256,26.5,126,13.6,0.56,0.297,41.5,129,13.6,101.3,http://www.basketball-reference.com/boxscores/201601170DEN.html
0.516,0.198,25,112,11.3,0.488,0.183,7,95,13.4,100.6,http://www.basketball-reference.com/boxscores/201601170LAL.html
0.451,0.173,21.4,87,14,0.616,0.464,27.6,117,14.8,93.3,http://www.basketball-reference.com/boxscores/201601170MIN.html
0.444,0.139,18.4,74,19.8,0.494,0.136,31,99,13,89,http://www.basketball-reference.com/boxscores/201601170OKC.html
0.395,0.235,10,83,12.4,0.494,0.256,13,112,6.4,100,http://www.basketball-reference.com/boxscores/201601170SAS.html
0.379,0.172,20.4,81,11.9,0.569,0.088,11.4,98,16.8,95.9,http://www.basketball-reference.com/boxscores/201601180ATL.html
0.495,0.154,25.9,119,8.1,0.545,0.318,17.1,124,13.6,88.4,http://www.basketball-reference.com/boxscores/201601180CHO.html
0.653,0.247,17.6,132,7.6,0.526,0.221,20.5,98,14.6,94.8,http://www.basketball-reference.com/boxscores/201601180CLE.html
0.489,0.223,24.5,113,10.2,0.516,0.237,23.4,118,11.9,93.1,http://www.basketball-reference.com/boxscores/201601180DAL.html
0.577,0.167,16.7,111,9.7,0.468,0.126,38.5,101,9.6,93.5,http://www.basketball-reference.com/boxscores/201601180DET.html
0.563,0.375,33.3,132,11.2,0.637,0.264,20,140,10.2,96.9,http://www.basketball-reference.com/boxscores/201601180LAC.html
0.527,0.284,17.1,99,15.1,0.52,0.307,28.2,101,10.2,88.1,http://www.basketball-reference.com/boxscores/201601180MEM.html
0.49,0.127,14,113,10.3,0.485,0.258,18.5,119,11.3,94.7,http://www.basketball-reference.com/boxscores/201601180NYK.html
0.546,0.224,22.2,100,14.2,0.582,0.153,20,112,7,89.5,http://www.basketball-reference.com/boxscores/201601180TOR.html
0.613,0.06,22.5,108,14.4,0.539,0.195,9.3,98,9.5,91.8,http://www.basketball-reference.com/boxscores/201601180WAS.html
0.454,0.227,30.8,110,10.6,0.464,0.325,25,104,14.7,102.6,http://www.basketball-reference.com/boxscores/201601190DEN.html
0.52,0.189,21.2,91,17.3,0.399,0.27,27.3,79,14.1,86.7,http://www.basketball-reference.com/boxscores/201601190MIA.html
0.493,0.316,30,99,15.1,0.566,0.241,30.8,114,13.9,92.6,http://www.basketball-reference.com/boxscores/201601190NOP.html
0.434,0.301,20,97,12.5,0.414,0.333,26.5,94,19,99.8,http://www.basketball-reference.com/boxscores/201601190PHO.html
0.5,0.182,16.7,91,13.2,0.44,0.048,18.8,78,12.1,90,http://www.basketball-reference.com/boxscores/201601200BRK.html
